# x_m,y_m,w_tr_right_m,w_tr_left_m
1.5440,0.1920,0.7874,0.7874
1.5560,0.1920,0.7892,0.7892
1.5680,0.1920,0.7911,0.7911
1.5800,0.1800,0.7814,0.7814
1.5920,0.1800,0.7837,0.7837
1.6040,0.1800,0.7862,0.7862
1.6160,0.1800,0.7888,0.7888
1.6280,0.1800,0.7916,0.7916
1.6400,0.1800,0.7946,0.7946
1.6520,0.1800,0.7978,0.7978
1.6640,0.1800,0.7993,0.7993
1.6760,0.1800,0.8010,0.8010
1.6880,0.1800,0.8029,0.8029
1.7000,0.1800,0.8050,0.8050
1.7120,0.1800,0.8072,0.8072
1.7240,0.1800,0.8096,0.8096
1.7360,0.1800,0.8122,0.8122
1.7480,0.1800,0.8149,0.8149
1.7600,0.1800,0.8179,0.8179
1.7720,0.1800,0.8209,0.8209
1.7840,0.1800,0.8242,0.8242
1.7960,0.1800,0.8266,0.8266
1.8080,0.1800,0.8248,0.8248
1.8200,0.1800,0.8231,0.8231
1.8320,0.1680,0.8274,0.8274
1.8440,0.1680,0.8315,0.8315
1.8560,0.1680,0.8311,0.8311
1.8680,0.1680,0.8302,0.8302
1.8800,0.1680,0.8294,0.8294
1.8920,0.1680,0.8288,0.8288
1.9040,0.1680,0.8283,0.8283
1.9160,0.1680,0.8281,0.8281
1.9280,0.1680,0.8280,0.8280
1.9400,0.1680,0.8280,0.8280
1.9520,0.1680,0.8266,0.8266
1.9640,0.1680,0.8248,0.8248
1.9760,0.1680,0.8231,0.8231
1.9880,0.1680,0.8209,0.8209
2.0000,0.1680,0.8179,0.8179
2.0120,0.1680,0.8149,0.8149
2.0240,0.1680,0.8122,0.8122
2.0360,0.1680,0.8096,0.8096
2.0480,0.1560,0.8190,0.8190
2.0600,0.1560,0.8168,0.8168
2.0720,0.1560,0.8148,0.8148
2.0840,0.1560,0.8129,0.8129
2.0960,0.1440,0.8231,0.8231
2.1080,0.1440,0.8216,0.8216
2.1200,0.1440,0.8203,0.8203
2.1320,0.1440,0.8192,0.8192
2.1440,0.1320,0.8302,0.8302
2.1560,0.1320,0.8294,0.8294
2.1680,0.1320,0.8288,0.8288
2.1800,0.1320,0.8283,0.8283
2.1920,0.1320,0.8281,0.8281
2.2040,0.1320,0.8280,0.8280
2.2160,0.1200,0.8400,0.8400
2.2280,0.1200,0.8400,0.8400
2.2400,0.1200,0.8400,0.8400
2.2520,0.1080,0.8500,0.8500
2.2640,0.1080,0.8473,0.8473
2.2760,0.1080,0.8449,0.8449
2.2880,0.0960,0.8544,0.8544
2.3000,0.0960,0.8523,0.8523
2.3120,0.0960,0.8503,0.8503
2.3240,0.0840,0.8604,0.8604
2.3360,0.0840,0.8588,0.8588
2.3480,0.0840,0.8574,0.8574
2.3600,0.0840,0.8561,0.8561
2.3720,0.0720,0.8670,0.8670
2.3840,0.0720,0.8661,0.8661
2.3960,0.0600,0.8773,0.8773
2.4080,0.0600,0.8767,0.8767
2.4200,0.0480,0.8883,0.8883
2.4320,0.0480,0.8881,0.8881
2.4440,0.0480,0.8878,0.8878
2.4560,0.0360,0.8968,0.8968
2.4680,0.0360,0.8943,0.8943
2.4800,0.0240,0.9034,0.9034
2.4920,0.0240,0.9000,0.9000
2.5040,0.0120,0.9083,0.9083
2.5160,0.0120,0.9052,0.9052
2.5280,0.0000,0.9139,0.9139
2.5400,0.0000,0.9111,0.9111
2.5520,0.0000,0.9085,0.9085
2.5640,-0.0120,0.9178,0.9178
2.5760,-0.0120,0.9155,0.9155
2.5880,-0.0120,0.9134,0.9134
2.6000,-0.0120,0.9114,0.9114
2.6120,-0.0240,0.9215,0.9215
2.6240,-0.0240,0.9199,0.9199
2.6360,-0.0360,0.9299,0.9299
2.6480,-0.0360,0.9264,0.9264
2.6600,-0.0360,0.9231,0.9231
2.6720,-0.0480,0.9315,0.9315
2.6840,-0.0480,0.9284,0.9284
2.6960,-0.0480,0.9256,0.9256
2.7080,-0.0600,0.9345,0.9345
2.7200,-0.0600,0.9320,0.9320
2.7320,-0.0720,0.9414,0.9414
2.7440,-0.0720,0.9382,0.9382
2.7560,-0.0720,0.9338,0.9338
2.7680,-0.0840,0.9395,0.9395
2.7800,-0.0840,0.9345,0.9345
2.7920,-0.0960,0.9407,0.9407
2.8040,-0.0960,0.9360,0.9360
2.8160,-0.0960,0.9315,0.9315
2.8280,-0.1080,0.9382,0.9382
2.8400,-0.1080,0.9340,0.9340
2.8520,-0.1080,0.9299,0.9299
2.8640,-0.1200,0.9373,0.9373
2.8760,-0.1200,0.9335,0.9335
2.8880,-0.1320,0.9412,0.9412
2.9000,-0.1320,0.9373,0.9373
2.9120,-0.1440,0.9450,0.9450
