# x_m,y_m,w_tr_right_m,w_tr_left_m
2.7120,-4.8980,0.7153,0.7153
2.7210,-4.8980,0.7186,0.7186
2.7300,-4.8890,0.7117,0.7117
2.7390,-4.8800,0.7044,0.7044
2.7480,-4.8800,0.7060,0.7060
2.7570,-4.8800,0.7078,0.7078
2.7660,-4.8710,0.7009,0.7009
2.7750,-4.8620,0.6942,0.6942
2.7840,-4.8620,0.6963,0.6963
2.7930,-4.8530,0.6899,0.6899
2.8020,-4.8440,0.6836,0.6836
2.8110,-4.8440,0.6862,0.6862
2.8200,-4.8350,0.6803,0.6803
2.8290,-4.8260,0.6745,0.6745
2.8380,-4.8260,0.6775,0.6775
2.8470,-4.8170,0.6717,0.6717
2.8560,-4.8080,0.6658,0.6658
2.8650,-4.8080,0.6679,0.6679
2.8740,-4.7990,0.6615,0.6615
2.8830,-4.7990,0.6639,0.6639
2.8920,-4.7900,0.6576,0.6576
2.9010,-4.7900,0.6580,0.6580
2.9100,-4.7810,0.6496,0.6496
2.9190,-4.7810,0.6502,0.6502
2.9280,-4.7720,0.6421,0.6421
2.9370,-4.7720,0.6430,0.6430
2.9460,-4.7630,0.6352,0.6352
2.9550,-4.7630,0.6364,0.6364
2.9640,-4.7540,0.6288,0.6288
2.9730,-4.7540,0.6303,0.6303
2.9820,-4.7540,0.6319,0.6319
2.9910,-4.7450,0.6242,0.6242
3.0000,-4.7450,0.6252,0.6252
3.0090,-4.7450,0.6263,0.6263
3.0180,-4.7360,0.6186,0.6186
3.0270,-4.7270,0.6111,0.6111
3.0360,-4.7270,0.6126,0.6126
3.0450,-4.7270,0.6142,0.6142
3.0540,-4.7180,0.6072,0.6072
3.0630,-4.7180,0.6091,0.6091
3.0720,-4.7090,0.6025,0.6025
3.0810,-4.7090,0.6047,0.6047
3.0900,-4.7090,0.6070,0.6070
3.0990,-4.7000,0.5995,0.5995
3.1080,-4.7000,0.5983,0.5983
3.1170,-4.6910,0.5884,0.5884
3.1260,-4.6910,0.5875,0.5875
3.1350,-4.6910,0.5867,0.5867
3.1440,-4.6820,0.5771,0.5771
3.1530,-4.6820,0.5766,0.5766
3.1620,-4.6820,0.5763,0.5763
3.1710,-4.6730,0.5671,0.5671
3.1800,-4.6730,0.5670,0.5670
3.1890,-4.6730,0.5670,0.5670
3.1980,-4.6730,0.5670,0.5670
3.2070,-4.6730,0.5671,0.5671
3.2160,-4.6730,0.5673,0.5673
3.2250,-4.6730,0.5676,0.5676
3.2340,-4.6640,0.5592,0.5592
3.2430,-4.6640,0.5598,0.5598
3.2520,-4.6550,0.5516,0.5516
3.2610,-4.6550,0.5526,0.5526
3.2700,-4.6550,0.5537,0.5537
3.2790,-4.6550,0.5549,0.5549
3.2880,-4.6550,0.5563,0.5563
3.2970,-4.6460,0.5490,0.5490
3.3060,-4.6460,0.5507,0.5507
3.3150,-4.6460,0.5525,0.5525
3.3240,-4.6370,0.5457,0.5457
3.3330,-4.6370,0.5479,0.5479
3.3420,-4.6370,0.5502,0.5502
3.3510,-4.6370,0.5526,0.5526
3.3600,-4.6370,0.5552,0.5552
3.3690,-4.6370,0.5579,0.5579
3.3780,-4.6370,0.5607,0.5607
3.3870,-4.6370,0.5636,0.5636
3.3960,-4.6370,0.5667,0.5667
3.4050,-4.6370,0.5699,0.5699
3.4140,-4.6370,0.5733,0.5733
3.4230,-4.6370,0.5767,0.5767
3.4320,-4.6370,0.5803,0.5803
3.4410,-4.6370,0.5836,0.5836
3.4500,-4.6370,0.5796,0.5796
3.4590,-4.6370,0.5758,0.5758
3.4680,-4.6370,0.5720,0.5720
3.4770,-4.6370,0.5684,0.5684
3.4860,-4.6370,0.5649,0.5649
3.4950,-4.6370,0.5615,0.5615
3.5040,-4.6370,0.5583,0.5583
3.5130,-4.6370,0.5552,0.5552
3.5220,-4.6370,0.5522,0.5522
3.5310,-4.6370,0.5493,0.5493
3.5400,-4.6370,0.5466,0.5466
3.5490,-4.6370,0.5440,0.5440
3.5580,-4.6370,0.5415,0.5415
3.5670,-4.6370,0.5392,0.5392
3.5760,-4.6280,0.5457,0.5457
3.5850,-4.6280,0.5437,0.5437
3.5940,-4.6190,0.5507,0.5507
3.6030,-4.6190,0.5490,0.5490
3.6120,-4.6100,0.5563,0.5563
3.6210,-4.6100,0.5549,0.5549
3.6300,-4.6100,0.5537,0.5537
3.6390,-4.6010,0.5615,0.5615
3.6480,-4.5920,0.5696,0.5696
3.6570,-4.5920,0.5688,0.5688
3.6660,-4.5830,0.5771,0.5771
3.6750,-4.5830,0.5766,0.5766
3.6840,-4.5740,0.5853,0.5853
3.6930,-4.5740,0.5851,0.5851
3.7020,-4.5650,0.5940,0.5940
3.7110,-4.5650,0.5940,0.5940
3.7200,-4.5560,0.6030,0.6030
3.7290,-4.5560,0.6030,0.6030
3.7380,-4.5470,0.6120,0.6120
3.7470,-4.5470,0.6120,0.6120
3.7560,-4.5470,0.6120,0.6120
3.7650,-4.5380,0.6210,0.6210
3.7740,-4.5380,0.6210,0.6210
3.7830,-4.5290,0.6280,0.6280
3.7920,-4.5290,0.6285,0.6285
3.8010,-4.5200,0.6279,0.6279
3.8100,-4.5200,0.6279,0.6279
3.8190,-4.5110,0.6279,0.6279
3.8280,-4.5020,0.6239,0.6239
3.8370,-4.5020,0.6279,0.6279
3.8460,-4.4930,0.6239,0.6239
3.8550,-4.4930,0.6279,0.6279
3.8640,-4.4840,0.6242,0.6242
3.8730,-4.4750,0.6205,0.6205
3.8820,-4.4750,0.6236,0.6236
3.8910,-4.4660,0.6184,0.6184
3.9000,-4.4660,0.6217,0.6217
3.9090,-4.4570,0.6169,0.6169
3.9180,-4.4570,0.6205,0.6205
3.9270,-4.4480,0.6160,0.6160
3.9360,-4.4480,0.6199,0.6199
3.9450,-4.4390,0.6158,0.6158
3.9540,-4.4300,0.6120,0.6120
3.9630,-4.4300,0.6163,0.6163
3.9720,-4.4210,0.6129,0.6129
3.9810,-4.4120,0.6097,0.6097
3.9900,-4.4120,0.6144,0.6144
3.9990,-4.4030,0.6116,0.6116
4.0080,-4.4030,0.6165,0.6165
4.0170,-4.3940,0.6142,0.6142
4.0260,-4.3940,0.6194,0.6194
4.0350,-4.3850,0.6174,0.6174
4.0440,-4.3850,0.6216,0.6216
4.0530,-4.3760,0.6213,0.6213
4.0620,-4.3760,0.6192,0.6192
4.0710,-4.3670,0.6216,0.6216
4.0800,-4.3580,0.6241,0.6241
4.0890,-4.3580,0.6192,0.6192
4.0980,-4.3490,0.6213,0.6213
4.1070,-4.3400,0.6228,0.6228
4.1160,-4.3310,0.6246,0.6246
4.1250,-4.3220,0.6228,0.6228
4.1340,-4.3130,0.6213,0.6213
4.1430,-4.3130,0.6241,0.6241
4.1520,-4.3040,0.6257,0.6257
4.1610,-4.2950,0.6248,0.6248
4.1700,-4.2860,0.6242,0.6242
4.1790,-4.2770,0.6238,0.6238
4.1880,-4.2770,0.6238,0.6238
4.1970,-4.2680,0.6242,0.6242
4.2060,-4.2590,0.6248,0.6248
4.2150,-4.2500,0.6257,0.6257
4.2240,-4.2410,0.6269,0.6269
4.2330,-4.2320,0.6283,0.6283
4.2420,-4.2320,0.6228,0.6228
4.2510,-4.2230,0.6246,0.6246
4.2600,-4.2140,0.6267,0.6267
4.2690,-4.2050,0.6290,0.6290
4.2690,-4.1960,0.6241,0.6241
4.2780,-4.1870,0.6216,0.6216
4.2870,-4.1780,0.6192,0.6192
4.2960,-4.1780,0.6241,0.6241
