# x_m,y_m,w_tr_right_m,w_tr_left_m
4.9920,-2.2240,0.6162,0.6162
4.9920,-2.2120,0.6177,0.6177
5.0040,-2.2000,0.6076,0.6076
5.0040,-2.1880,0.6096,0.6096
5.0040,-2.1760,0.6119,0.6119
5.0040,-2.1640,0.6143,0.6143
5.0040,-2.1520,0.6170,0.6170
5.0040,-2.1400,0.6199,0.6199
5.0040,-2.1280,0.6231,0.6231
5.0040,-2.1160,0.6250,0.6250
5.0040,-2.1040,0.6258,0.6258
5.0040,-2.0920,0.6269,0.6269
5.0160,-2.0800,0.6162,0.6162
5.0160,-2.0680,0.6177,0.6177
5.0160,-2.0560,0.6195,0.6195
5.0160,-2.0440,0.6215,0.6215
5.0160,-2.0320,0.6237,0.6237
5.0160,-2.0200,0.6261,0.6261
5.0160,-2.0080,0.6287,0.6287
5.0280,-1.9960,0.6195,0.6195
5.0280,-1.9840,0.6215,0.6215
5.0280,-1.9720,0.6237,0.6237
5.0400,-1.9600,0.6143,0.6143
5.0400,-1.9480,0.6170,0.6170
5.0400,-1.9360,0.6199,0.6199
5.0400,-1.9240,0.6231,0.6231
5.0400,-1.9120,0.6231,0.6231
5.0400,-1.9000,0.6199,0.6199
5.0400,-1.8880,0.6170,0.6170
5.0400,-1.8760,0.6143,0.6143
5.0520,-1.8640,0.6001,0.6001
5.0520,-1.8520,0.5978,0.5978
5.0520,-1.8400,0.5958,0.5958
5.0520,-1.8280,0.5940,0.5940
5.0520,-1.8160,0.5924,0.5924
5.0400,-1.8040,0.6030,0.6030
5.0400,-1.7920,0.6019,0.6019
5.0520,-1.7800,0.5891,0.5891
5.0520,-1.7680,0.5885,0.5885
5.0520,-1.7560,0.5881,0.5881
5.0520,-1.7440,0.5880,0.5880
5.0520,-1.7320,0.5880,0.5880
5.0520,-1.7200,0.5860,0.5860
5.0400,-1.7080,0.5958,0.5958
5.0400,-1.6960,0.5920,0.5920
5.0400,-1.6840,0.5885,0.5885
5.0400,-1.6720,0.5844,0.5844
5.0400,-1.6600,0.5806,0.5806
5.0400,-1.6480,0.5770,0.5770
5.0400,-1.6360,0.5736,0.5736
5.0280,-1.6240,0.5589,0.5589
5.0280,-1.6120,0.5559,0.5559
5.0400,-1.6000,0.5649,0.5649
5.0400,-1.5880,0.5621,0.5621
5.0400,-1.5760,0.5589,0.5589
5.0280,-1.5640,0.5442,0.5442
5.0280,-1.5520,0.5415,0.5415
5.0280,-1.5400,0.5389,0.5389
5.0280,-1.5280,0.5367,0.5367
5.0280,-1.5160,0.5346,0.5346
5.0280,-1.5040,0.5329,0.5329
5.0280,-1.4920,0.5313,0.5313
5.0280,-1.4800,0.5276,0.5276
5.0280,-1.4680,0.5242,0.5242
5.0280,-1.4560,0.5210,0.5210
5.0280,-1.4440,0.5181,0.5181
5.0280,-1.4320,0.5154,0.5154
5.0280,-1.4200,0.5131,0.5131
5.0280,-1.4080,0.5110,0.5110
5.0280,-1.3960,0.5091,0.5091
5.0280,-1.3840,0.5076,0.5076
5.0280,-1.3720,0.5063,0.5063
5.0280,-1.3600,0.5053,0.5053
5.0280,-1.3480,0.5046,0.5046
5.0280,-1.3360,0.5041,0.5041
5.0280,-1.3240,0.5037,0.5037
5.0280,-1.3120,0.5013,0.5013
5.0280,-1.3000,0.4991,0.4991
5.0160,-1.2880,0.4854,0.4854
5.0160,-1.2760,0.4837,0.4837
5.0160,-1.2640,0.4824,0.4824
5.0160,-1.2520,0.4813,0.4813
5.0160,-1.2400,0.4806,0.4806
5.0160,-1.2280,0.4801,0.4801
5.0160,-1.2160,0.4800,0.4800
5.0160,-1.2040,0.4800,0.4800
5.0160,-1.1920,0.4800,0.4800
5.0160,-1.1800,0.4800,0.4800
5.0160,-1.1680,0.4800,0.4800
5.0160,-1.1560,0.4800,0.4800
5.0040,-1.1440,0.4680,0.4680
5.0040,-1.1320,0.4680,0.4680
5.0040,-1.1200,0.4680,0.4680
5.0040,-1.1080,0.4680,0.4680
5.0040,-1.0960,0.4680,0.4680
5.0040,-1.0840,0.4680,0.4680
5.0040,-1.0720,0.4680,0.4680
4.9920,-1.0600,0.4560,0.4560
4.9920,-1.0480,0.4560,0.4560
4.9920,-1.0360,0.4560,0.4560
4.9920,-1.0240,0.4560,0.4560
4.9920,-1.0120,0.4560,0.4560
4.9920,-1.0000,0.4560,0.4560
4.9800,-0.9880,0.4440,0.4440
4.9800,-0.9760,0.4440,0.4440
4.9800,-0.9640,0.4440,0.4440
